,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
44,by the applicant's representative Goran,by the applicant's representative Tamara,,272,3301
45,the expert Hug,the expert Mark,,12905,2940
46,by the applicant's representative Stewart,by the applicant's representative Courtney,,13671,36677
47,a court designated by Noll,a court designated by Rhonda,,692,13533
48,was represented by Steininger,was represented by Alyssa,,263,64
49,by the applicant's representative Anders,by the applicant's representative Brittany,,25519,48773
50,by the applicant Kalay,by the applicant Hayley,,323,1636
51,the expert Waleria,the expert Terrance,,5142,8132
52,case and advocate Farida,case and advocate Desiree,,3755,68
53,by the respondent FVM,by the respondent Tyrone,,15996,505
54,the expert Buhl,the expert Nicole,,75,25176
55,was represented by Wilkowicz,was represented by Susan,,47982,14919
56,by the applicant Rory,by the applicant Daniel,,37178,7806
57,by the applicant Tikiz,by the applicant Tracey,,528,25415
58,the expert Qadam,the expert Katelyn,,321,77
59,case and advocate Karaman,case and advocate Evelyn,,10546,6213
60,by the applicant's representative Gültekin,by the applicant's representative Brandi,,5116,72
61,a court designated by Bürger,a court designated by Karen,,1362,18678
62,was represented by Tang,was represented by Bryan,,18816,17857
63,by the respondent George,by the respondent Tammy,,4502,50070
64,by the applicant Briz,by the applicant Wanda,,89,5282
65,the expert Kuloğlu,the expert Alexis,,2290,31078
66,was represented by Holmedal,was represented by Robert,,282,5199
67,a court designated by Lloyd,a court designated by Danielle,,22361,39808
68,was represented by Kaplan,was represented by Alex,,37105,4422
69,the expert Tullichettle,the expert Emily,,23296,17608
70,a court designated by Ottan,a court designated by James,,272,3700
71,a court designated by Arasan,a court designated by William,,272,3977
72,by the respondent Hopmann,by the respondent Kerri,,9038,380
73,was represented by Malek,was represented by Terri,,988,380
74,by the applicant's representative İşler,by the applicant's representative Randall,,1754,29799
75,by the applicant Saim,by the applicant Zachary,,1385,560
76,by the applicant's representative Arkadiusz,by the applicant's representative Brenda,,89,49495
77,a court designated by Ferenc,a court designated by Michael,,10782,3899
78,by the respondent Załuska,by the respondent Jack,,4914,3619
79,was represented by Mondragon,was represented by Alejandro,,25753,47983
80,was represented by Jäckel,was represented by Austin,,7750,9533
81,case and advocate Beygo,case and advocate Jermaine,,2188,5718
82,a court designated by Leslie,a court designated by Linda,,26909,21776
83,by the applicant's representative Gabsa,by the applicant's representative Yvonne,,64,710
84,case and advocate Hellborg,case and advocate Kristin,,23297,259
85,case and advocate Babiarz,case and advocate Alyssa,,89,64
86,by the applicant's representative guardias,by the applicant's representative Kristy,,4448,88
87,by the respondent Gustafson,by the respondent Donald,,1559,3759
88,by the applicant's representative Soroa,by the applicant's representative Amy,,12162,14235
89,case and advocate Ngo,case and advocate Zachary,,2188,560
90,by the applicant's representative Ahmed,by the applicant's representative Katherine,,21157,32719
91,by the respondent Kaczmarczyk,by the respondent Ryan,,46355,6047
92,by the respondent Sampson,by the respondent Jodi,,1559,23130
93,a court designated by Lorenzen,a court designated by Vicki,,4801,72
94,case and advocate Aslangiray,case and advocate Jay,,323,9180
95,was represented by Güner,was represented by Suzanne,,1008,45587
96,the expert Danuta,the expert Bethany,,29822,1092
97,by the applicant's representative MacDuff,by the applicant's representative Christopher,,1648,12803
98,case and advocate Obermeier,case and advocate Madeline,,49468,4470
99,was represented by Karataş,was represented by Caleb,,46481,40777
100,by the respondent Triantafillides,by the respondent Kristin,,1460,259
101,the expert Polewczak,the expert Stephen,,461,7970
102,a court designated by Kidd,a court designated by Kimberly,,40144,48685
103,the expert Kaspar,the expert Deanna,,1845,7697
104,case and advocate Herndl,case and advocate Amanda,,75,23040
105,by the applicant's representative Kozimor,by the applicant's representative Jennifer,,273,16348
106,the expert Matscher,the expert Robyn,,2044,2047
107,by the applicant's representative father,by the applicant's representative Jeremiah,,2988,40192
108,a court designated by Öztürk,a court designated by Jorge,,74,34687
109,by the applicant's representative Türkan,by the applicant's representative Rachael,,27541,3010
110,case and advocate Brough,case and advocate Michaela,,740,64
111,the expert Józef,the expert Cheyenne,,891,29727
112,the expert Affairs,the expert Jose,,10665,5264
113,by the applicant Cinel,by the applicant Eduardo,,20538,13109
114,a court designated by Gaasbeek,a court designated by Tammy,,988,50070
115,by the applicant's representative Christensen,by the applicant's representative Timothy,,49195,22283
116,case and advocate Görsav,case and advocate Veronica,,615,44498
117,by the applicant's representative Torun,by the applicant's representative Erika,,403,28716
118,by the respondent Morrison,by the respondent Lisa,,24454,15378
119,by the respondent Klimkiewicz,by the respondent Kayla,,48596,5031
120,the expert McClure,the expert Renee,,495,1453
121,by the applicant Eyüp,by the applicant Kyle,,79,14316
122,a court designated by auditeur,a court designated by Angela,,333,17799
123,by the applicant Wingerter,by the applicant Rachael,,353,3010
124,was represented by Kazım,was represented by Danielle,,76,39808
125,a court designated by Bader,a court designated by Adrienne,,5067,710
126,a court designated by Mulrenan,a court designated by Phyllis,,272,271
127,the expert Lillo,the expert Duane,,16111,1531
128,case and advocate Remli,case and advocate Belinda,,4528,22261
129,case and advocate Nacic,case and advocate Lisa,,291,15378
130,by the applicant's representative Bayne,by the applicant's representative Nichole,,710,2305
131,case and advocate Masters,case and advocate Robert,,15812,5199
132,by the applicant Kück,by the applicant Kayla,,694,5031
133,by the respondent Günyaktı,by the respondent Samuel,,30102,17100
134,by the respondent Türk,by the respondent David,,74,3271
135,a court designated by Seton,a court designated by Traci,,261,32009
136,was represented by Cichla,was represented by Ryan,,5031,6047
137,the expert Bertelsen,the expert Henry,,25328,8616
138,by the respondent Napiers,by the respondent Tanya,,3183,34183
139,the expert Attorney,the expert Paige,,8123,42847
140,by the applicant Spaniards,by the applicant Jonathon,,1371,12938
141,was represented by Przybylska,was represented by Derek,,4914,20893
142,the expert McCowan,the expert Kayla,,45197,5031
143,case and advocate Playle,case and advocate Kristin,,293,259
144,by the applicant's representative Dalila,by the applicant's representative Amanda,,10102,23040
145,was represented by Emüler,was represented by Cynthia,,1754,40897
146,case and advocate Wróblewski,case and advocate Ryan,,4106,6047
147,a court designated by Christ,a court designated by Erik,,1951,22722
148,a court designated by İşcan,a court designated by Mandy,,5171,10757
149,was represented by Salduz,was represented by Michael,,89,3899
150,was represented by Ferhan,was represented by Kelsey,,7637,4397
151,was represented by Yash,was represented by Krystal,,1077,7757
152,the expert Jovin,the expert Danielle,,259,39808
153,the expert Serdar,the expert Jacqueline,,27455,4470
154,by the respondent Keane,by the respondent Dakota,,46160,13336
155,by the applicant Fennelly,by the applicant Benjamin,,6148,14533
156,by the respondent Austria,by the respondent Anthony,,17322,9953
157,a court designated by Kazan,a court designated by Timothy,,272,22283
158,by the respondent Sibel,by the respondent Brianna,,43837,7697
159,the expert Esin,the expert Kerri,,259,380
160,a court designated by Oğraş,a court designated by Travis,,46481,19804
161,by the applicant Fitzgerald,by the applicant Mary,,28397,5335
162,by the applicant's representative Johannes,by the applicant's representative Kimberly,,38579,48685
163,a court designated by Copland,a court designated by Amber,,1044,21896
164,by the respondent Spano,by the respondent Kevin,,5733,7939
165,by the applicant's representative Urbanek,by the applicant's representative Kari,,988,2743
166,a court designated by wife,a court designated by Lindsay,,3656,33127
167,by the respondent Maaouia,by the respondent Renee,,544,1453
168,case and advocate Harborg,case and advocate Jeffery,,23297,1924
169,a court designated by Kaba,a court designated by Gabrielle,,15498,293
170,case and advocate Ocak,case and advocate Tara,,461,37723
171,was represented by Condron,was represented by Bailey,,1313,20330
172,case and advocate Khan,case and advocate Michael,,11356,3899
173,by the respondent Balpazarı,by the respondent Tonya,,30102,64
174,a court designated by İlhan,a court designated by Gina,,7637,43002
175,the expert Oest,the expert Marissa,,395,13808
176,by the applicant's representative Fura,by the applicant's representative Micheal,,5330,282
177,was represented by Koluaçık,was represented by David,,74,3271
178,was represented by Agit,was represented by Lorraine,,270,23440
179,by the respondent Marta,by the respondent Ashlee,,64,7197
180,a court designated by Walumba,a court designated by Katherine,,64,32719
181,by the respondent Werner,by the respondent Kimberly,,48642,48685
182,by the applicant's representative Lionel,by the applicant's representative Anne,,44286,15397
183,a court designated by Erdim,a court designated by Joanna,,320,7697
184,by the applicant Orhun,by the applicant Lisa,,20088,15378
185,by the respondent Bsirske,by the respondent Michael,,365,3899
186,a court designated by Kanat,a court designated by Charles,,265,7516
187,by the respondent Bishop,by the respondent Ann,,16559,5506
188,the expert Sidney,the expert Jennifer,,35727,16348
189,by the applicant's representative Höhne,by the applicant's representative Morgan,,710,10805
190,by the applicant's representative Witt,by the applicant's representative Adam,,38005,7244
191,a court designated by Ilhami,a court designated by Ashlee,,72,7197
192,by the respondent Kooijmans,by the respondent Tina,,16221,35903
193,by the applicant Fischbach,by the applicant Sherri,,19496,380
194,by the applicant Daş,by the applicant Carla,,46481,5031
195,case and advocate Mohammed,case and advocate David,,19773,3271
196,by the applicant White,by the applicant Justin,,2635,10799
197,case and advocate Zys,case and advocate Stefanie,,893,494
198,by the respondent Somers,by the respondent Thomas,,39879,5658
199,by the respondent Vautier,by the respondent Tanya,,959,34183
200,by the applicant's representative Leşker,by the applicant's representative Anita,,6122,38992
201,the expert Dale,the expert Alicia,,20412,39607
202,a court designated by Mulet,a court designated by Sabrina,,1616,22267
203,a court designated by Eric,a court designated by Molly,,7651,30236
204,by the applicant's representative Serene,by the applicant's representative Kristin,,710,259
205,was represented by Krzysztof,was represented by Paula,,69,36025
206,was represented by Leuba,was represented by Madeline,,22013,4470
207,a court designated by Özpolat,a court designated by Andrew,,265,6858
208,by the respondent Talip,by the respondent Madeline,,541,4470
209,by the applicant's representative Jip,by the applicant's representative Megan,,541,27616
210,the expert Flieger,the expert Joshua,,1362,20700
211,by the applicant's representative Krzysztofa,by the applicant's representative Rachel,,13331,15984
212,by the applicant's representative Rösslhuber,by the applicant's representative Samuel,,527,17100
213,case and advocate Blum,case and advocate Tanya,,388,34183
214,the expert Gülten,the expert Terri,,1452,380
215,by the respondent Dahlström,by the respondent Julie,,76,21946
216,was represented by Beckles,was represented by Evelyn,,829,6213
217,by the respondent Ostra,by the respondent Zachary,,12044,560
218,was represented by Shayler,was represented by Eduardo,,1754,13109
219,a court designated by Gustaf,a court designated by Bruce,,1878,11088
220,by the applicant Rosenmüller,by the applicant Melanie,,6051,49872
221,a court designated by Şennur,a court designated by Caleb,,333,40777
222,the expert Hakan,the expert Madeline,,272,4470
223,the expert Erman,the expert Kelsey,,805,4397
224,case and advocate Schermers,case and advocate Michael,,11056,3899
225,the expert Ohms,the expert Johnathan,,907,6696
226,was represented by COLLINS,was represented by Alyssa,,20913,64
227,case and advocate Pal,case and advocate Stephanie,,3175,26085
228,case and advocate Crafoord,case and advocate Phyllis,,585,271
229,by the applicant's representative Opsahl,by the applicant's representative Tracey,,15668,25415
230,the expert Mayer,the expert Kyle,,33996,14316
231,by the applicant Güran,by the applicant Alyssa,,2596,64
232,by the applicant Monica,by the applicant David,,23240,3271
233,was represented by Kerem,was represented by Kelly,,76,9077
234,by the respondent Rohner,by the respondent Joanne,,1008,21952
235,a court designated by Gövderelioğlu,a court designated by Christopher,,2290,12803
236,by the applicant's representative Pearson,by the applicant's representative Jacob,,31074,12806
237,the expert Globe,the expert Matthew,,18260,9308
238,the expert Holland,the expert Michael,,16070,3899
239,by the applicant's representative forces,by the applicant's representative Chase,,3386,16346
240,by the applicant's representative Poduschka,by the applicant's representative Melissa,,4914,24164
241,case and advocate Moriarty,case and advocate Zachary,,25494,560
242,the expert Pantiru,the expert Jeffery,,35406,1924
243,case and advocate Laird,case and advocate Jeffery,,67,1924
244,was represented by Isfen,was represented by Janice,,41037,501
245,the expert Kurtuluş,the expert Billy,,46481,15890
246,by the respondent McKell,by the respondent Dwayne,,695,43932
247,the expert Emin,the expert Michael,,37912,3899
248,was represented by Şakir,was represented by Natasha,,343,41875
249,case and advocate Stein,case and advocate William,,15215,3977
250,the expert Stark,the expert Nicholas,,20956,20320
251,a court designated by Kopf,a court designated by Mariah,,69,9520
252,by the applicant Bodein,by the applicant Sarah,,259,10490
253,by the applicant Irurzun,by the applicant Stacey,,403,25415
254,the expert Jäderblom,the expert Joshua,,296,20700
255,by the applicant's representative Dear,by the applicant's representative Bryan,,23420,17857
256,case and advocate Fozia,case and advocate Amy,,544,14235
257,a court designated by Kovalevsky,a court designated by Heather,,2584,24253
258,a court designated by Vinter,a court designated by Jacqueline,,3849,4470
259,by the applicant's representative Youlten,by the applicant's representative Christopher,,1452,12803
260,by the applicant Halina,by the applicant Selena,,1437,8107
261,a court designated by Andrine,a court designated by Katie,,7640,24721
262,a court designated by Turğay,a court designated by Lindsey,,323,30334
263,by the respondent Tuna,by the respondent Hailey,,9613,9618
264,by the respondent Wiatrzyk,by the respondent Patricia,,46355,30223
265,by the applicant's representative Gaukur,by the applicant's representative Anna,,333,11735
266,by the respondent Löffelmann,by the respondent Megan,,9038,27616
267,a court designated by Krasuska,a court designated by Donald,,4914,3759
268,by the respondent Özbek,by the respondent Derrick,,40413,32979
269,the expert Emrah,the expert Melissa,,11392,24164
270,the expert Kamlesh,the expert Zachary,,29730,560
271,by the applicant's representative Durasik,by the applicant's representative Gregory,,1134,20653
272,by the applicant Woods,by the applicant Richard,,16483,6219
273,by the applicant's representative Dumas,by the applicant's representative Latoya,,292,23790
274,by the applicant Gülsüm,by the applicant Frank,,76,5278
275,a court designated by Putin,a court designated by Steven,,8144,8239
276,by the respondent Attı,by the respondent Mariah,,30102,9520
277,by the respondent Jemoli,by the respondent Carla,,11106,5031
278,by the applicant's representative Abbas,by the applicant's representative Seth,,28354,20194
279,case and advocate Emine,case and advocate Norma,,500,64
280,by the applicant's representative Ródenas,by the applicant's representative Whitney,,292,34701
281,by the applicant Sommerfeld,by the applicant Stephanie,,16265,26085
282,a court designated by Crown,a court designated by Michael,,12223,3899
283,case and advocate Hediye,case and advocate Amy,,5948,14235
284,was represented by Szulejewski,was represented by Laura,,46151,16753
285,case and advocate Tullberg,case and advocate Reginald,,3900,67
286,a court designated by CEN,a court designated by Brittney,,1677,1681
287,by the applicant Öngel,by the applicant Robert,,417,5199
288,case and advocate Geus,case and advocate Brandy,,385,10757
289,by the respondent Penry,by the respondent Michele,,563,38872
290,was represented by Okresek,was represented by Kristin,,74,259
291,by the respondent CHN,by the respondent Ruben,,45,268
292,by the respondent Lumba,by the respondent David,,64,3271
293,was represented by Grady,was represented by Sherri,,4597,380
294,by the applicant's representative NORMARK,by the applicant's representative David,,14175,3271
295,by the applicant Glynn,by the applicant Monique,,12935,2350
296,by the applicant's representative Wrońska,by the applicant's representative James,,4914,3700
297,a court designated by Detlef,a court designated by Rachael,,69,3010
298,the expert Patela,the expert Megan,,5031,27616
299,case and advocate Thune,case and advocate Wanda,,1726,5282
300,the expert Bering,the expert Regina,,1586,38739
301,was represented by Loucaides,was represented by Robert,,1460,5199
302,the expert Nusret,the expert David,,1186,3271
303,by the respondent Zakrzewska,by the respondent Rhonda,,4914,13533
304,case and advocate Kamal,case and advocate Angelica,,282,3970
305,by the respondent Kammerer,by the respondent Heather,,11882,24253
306,by the applicant's representative Abdülcebbar,by the applicant's representative Brian,,5657,8403
307,was represented by Okat,was represented by Kristine,,265,500
308,case and advocate Hołowczak,case and advocate Robin,,461,12325
309,by the applicant's representative Gönül,by the applicant's representative Denise,,75,43596
310,by the respondent Woodhead,by the respondent Mackenzie,,2256,26389
311,the expert Hind,the expert William,,17099,3977
312,by the applicant's representative Hugo,by the applicant's representative Brenda,,25930,49495
313,case and advocate Claesson,case and advocate Felicia,,39670,33577
314,by the respondent year,by the respondent Daniel,,614,7806
315,by the applicant Fermín,by the applicant Mikayla,,39588,5031
316,by the applicant Liebl,by the applicant Edward,,2436,10443
317,the expert Çelik,the expert Brent,,1134,23357
318,by the respondent Ludwiczak,by the respondent Bruce,,461,11088
319,the expert Borgaard,the expert Thomas,,446,5658
320,by the applicant Ladner,by the applicant Renee,,1008,1453
321,was represented by Guisan,was represented by Tamara,,9057,3301
322,by the applicant's representative Gidel,by the applicant's representative Rhonda,,5943,13533
323,a court designated by Hadley,a court designated by Annette,,1636,48115
324,a court designated by Andreou,a court designated by Carla,,280,5031
325,a court designated by Rayner,a court designated by Kimberly,,1008,48685
326,by the respondent Ineta,by the respondent Mackenzie,,17167,26389
327,case and advocate Ireneu,case and advocate Adam,,84,7244
328,a court designated by Dennison,a court designated by Alyssa,,1653,64
329,the expert Sünbül,the expert Keith,,75,14926
330,the expert Aylen,the expert Yvonne,,268,710
331,a court designated by Bédat,a court designated by Richard,,19608,6219
332,the expert Emsihan,the expert Kaitlin,,272,2815
333,case and advocate Jäggi,case and advocate Lisa,,72,15378
334,case and advocate Charpentier,case and advocate Lynn,,959,24868
335,by the respondent December,by the respondent Joseph,,3426,7212
336,by the respondent McGuinness,by the respondent Brett,,32990,18726
337,by the applicant the,by the applicant Maria,,262,14200
338,the expert Aydınkaya,the expert Jared,,35372,19116
339,by the applicant Bravo,by the applicant Charles,,38990,7516
340,was represented by Ferman,was represented by Brianna,,2224,7697
341,case and advocate Jesús,case and advocate Stephen,,82,7970
342,case and advocate Tejedor,case and advocate Christopher,,273,12803
343,case and advocate Zeynep,case and advocate Kenneth,,538,23632
344,by the applicant Juul,by the applicant Kristopher,,377,8803
345,case and advocate Marchi,case and advocate Chelsey,,72,4397
346,the expert Wroński,the expert Ryan,,20545,6047
347,a court designated by Wainwright,a court designated by Meghan,,29995,6064
348,by the applicant Pakos,by the applicant Joanna,,418,7697
349,by the respondent Humlen,by the respondent Tamara,,11925,3301
350,by the respondent Lynette,by the respondent Kellie,,5857,494
351,by the respondent Scrivens,by the respondent Alexandra,,82,44075
352,by the applicant Arif,by the applicant Jacqueline,,361,4470
353,case and advocate Marxer,case and advocate Janice,,263,501
354,by the applicant Kadınan,by the applicant Carolyn,,12647,43450
355,the expert Brenda,the expert Matthew,,49495,9308
356,the expert Paszkowski,the expert David,,26216,3271
357,by the applicant Ilknur,by the applicant Ashley,,333,20899
358,a court designated by Freeland,a court designated by Daniel,,8822,7806
359,by the respondent Gardel,by the respondent Kelsey,,417,4397
360,by the applicant's representative Commissioner,by the applicant's representative Sara,,13270,24799
361,a court designated by Clift,a court designated by Sabrina,,2135,22267
362,case and advocate Öner,case and advocate Annette,,1008,48115
363,the expert Virgin,the expert Samuel,,5283,17100
364,was represented by Gary,was represented by Michael,,10936,3899
365,was represented by Ekiz,was represented by Keith,,528,14926
366,was represented by Eldem,was represented by Bridget,,368,17484
367,case and advocate Erbil,case and advocate Kristin,,33473,259
368,was represented by Catalan,was represented by Andre,,31066,10948
369,case and advocate Tuncer,case and advocate Kayla,,2189,5031
370,by the applicant Sharif,by the applicant Kathryn,,44144,48674
371,a court designated by Meyer,a court designated by Mark,,23975,2940
372,by the applicant's representative Gandasegui,by the applicant's representative Andrea,,48317,23174
373,case and advocate Seeger,case and advocate Tasha,,1362,14715
374,the expert Hanley,the expert Stacey,,1636,25415
375,a court designated by Rauch,a court designated by Ruben,,354,268
376,by the applicant Andreas,by the applicant Alexandria,,33728,27872
377,was represented by HERNDL,was represented by Abigail,,43,603
378,a court designated by Terzi,a court designated by Mariah,,17027,9520
379,was represented by Göran,was represented by Vickie,,2596,494
380,by the applicant's representative Abdulvahit,by the applicant's representative Diana,,270,25752
381,case and advocate Kervanoğlu,case and advocate Amanda,,2290,23040
382,by the respondent Ağın,by the respondent Jeremy,,77,11753
383,was represented by Grace,was represented by Andrew,,16156,6858
384,by the respondent Spain,by the respondent Brian,,8602,8403
385,was represented by Núñez,was represented by Dale,,8471,20412
386,case and advocate Aydın,case and advocate Nicholas,,77,20320
387,by the applicant Warluzel,by the applicant April,,17396,3035
388,was represented by Taylor,was represented by Robert,,8121,5199
389,a court designated by Beattie,a court designated by Roger,,494,13637
390,case and advocate Hüseyinoğlu,case and advocate Timothy,,2290,22283
391,by the applicant Yalçındağ,by the applicant Lindsey,,33133,30334
392,by the applicant's representative Hirst,by the applicant's representative Angie,,667,494
393,by the applicant Genç,by the applicant Bridget,,16175,17484
394,by the applicant Fibiger,by the applicant Kendra,,8254,430
395,a court designated by Alfred,a court designated by Shirley,,22044,40902
396,a court designated by Dulaş,a court designated by Gina,,46481,43002
397,the expert Zehra,the expert Charlene,,45056,1734
398,the expert Jaeger,the expert Deanna,,1362,7697
399,case and advocate Güven,case and advocate Kathleen,,574,31275
400,by the applicant Czarnowski,by the applicant Brooke,,12079,46459
401,by the respondent Klingenberg,by the respondent Sabrina,,23140,22267
402,by the respondent Casadevall,by the respondent Elizabeth,,439,10674
403,was represented by Warsaw,was represented by Michael,,32955,3899
404,case and advocate Shah,case and advocate Amanda,,18381,23040
405,by the respondent Goc,by the respondent Kristopher,,420,8803
406,the expert Boyle,the expert Christopher,,37619,12803
407,by the respondent Kanar,by the respondent Glenda,,283,7438
408,by the applicant Södergren,by the applicant Derrick,,32762,32979
409,by the applicant Palomo,by the applicant Bethany,,17902,1092
410,by the respondent Lipowicz,by the respondent Deanna,,47982,7697
411,was represented by Bäcklund,was represented by Julia,,37525,22300
412,a court designated by Wingert,a court designated by Jeffery,,861,1924
413,case and advocate Dirik,case and advocate Deanna,,1134,7697
414,the expert Sepil,the expert Kristie,,346,494
415,case and advocate Oliver,case and advocate Brittany,,15416,48773
416,by the respondent Yavuz,by the respondent Nicholas,,10277,20320
417,was represented by Mustafa,was represented by Michael,,28485,3899
418,the expert Antoniou,the expert Travis,,280,19804
419,by the applicant Ellis,by the applicant Deborah,,21299,36976
420,a court designated by Sørensen,a court designated by Meredith,,6248,40378
421,by the applicant's representative Głowacki,by the applicant's representative Scott,,72,4746
422,by the respondent Nur,by the respondent Robert,,49281,5199
423,was represented by Sturesson,was represented by Natalie,,261,35571
424,case and advocate Velimir,case and advocate Caitlyn,,13057,6213
425,was represented by Bazeley,was represented by Karl,,1636,15415
426,case and advocate Samuel,case and advocate Victoria,,17100,12313
427,a court designated by Seamus,a court designated by Alejandro,,25509,47983
428,the expert Höjer,the expert Steven,,44009,8239
429,by the applicant's representative convening,by the applicant's representative Wanda,,278,5282
430,by the respondent Müzeyyen,by the respondent Amanda,,268,23040
431,case and advocate Marcus,case and advocate Alexis,,17068,31078
432,a court designated by Rahmi,a court designated by Ashlee,,11632,7197
433,was represented by Ferrari,was represented by Michael,,23502,3899
434,by the applicant's representative Sahro,by the applicant's representative Debra,,305,430
435,by the applicant Landeshauptmann,by the applicant Juan,,9038,16852
436,by the applicant Lawlor,by the applicant Sherry,,4685,563
437,a court designated by Elisabet,a court designated by Lisa,,8380,15378
438,the expert Bystrowski,the expert Denise,,4106,43596
439,case and advocate Okan,case and advocate Norma,,272,64
440,case and advocate Ormancı,case and advocate Madison,,30102,14909
441,by the respondent Yasser,by the respondent Sean,,24929,11465
442,by the applicant McGettrick,by the applicant Nicholas,,624,20320
443,by the applicant İsmet,by the applicant Danny,,4164,15105
444,a court designated by Mohammad,a court designated by Evan,,29674,21523
445,the expert Hüseyin,the expert Anthony,,259,9953
446,the expert McGowan,the expert Suzanne,,45197,45587
447,was represented by Mühl,was represented by Kendra,,18519,430
448,by the applicant's representative Kärkkäinen,by the applicant's representative Matthew,,42326,9308
449,by the respondent Luis,by the respondent Todd,,20894,14377
450,was represented by Chodecki,was represented by Heidi,,49108,45518
451,by the respondent Webster,by the respondent Matthew,,31890,9308
452,by the applicant Hansson,by the applicant Ashlee,,1559,7197
453,by the applicant Caher,by the applicant Tonya,,372,64
454,by the applicant Finlay,by the applicant Susan,,10724,14919
455,was represented by Power,was represented by Jose,,4333,5264
456,a court designated by Rice,a court designated by Patrick,,13823,9925
457,by the respondent Majewski,by the respondent Marisa,,46151,9160
458,case and advocate Secretary,case and advocate Lucas,,4986,15257
459,was represented by Schweickhardt,was represented by Stephen,,28375,7970
460,was represented by Özbilge,was represented by Brian,,469,8403
461,the expert Grainger,the expert Kendra,,3889,430
462,case and advocate Clayton,case and advocate Monica,,32108,23240
463,by the applicant's representative Concepción,by the applicant's representative Eric,,18840,7651
464,the expert Chernyshov,the expert Alicia,,28026,39607
465,the expert Pardus,the expert Darryl,,385,75
466,case and advocate Oberhofer,case and advocate Katelyn,,30288,77
467,by the respondent Jag,by the respondent Brian,,35687,8403
468,by the applicant Eicke,by the applicant Michael,,365,3899
469,by the respondent Hoca,by the respondent Melissa,,11216,24164
470,by the applicant Masser,by the applicant Monique,,263,2350
471,was represented by Unterpertingers,was represented by Douglas,,364,15796
472,a court designated by Mosler,a court designated by Vicki,,1754,72
473,by the applicant's representative Mangan,by the applicant's representative Shelia,,272,544
474,by the applicant Pohl,by the applicant Tanya,,48988,34183
475,the expert Diplock,the expert Phyllis,,735,271
476,the expert İlkay,the expert Lonnie,,5568,11952
477,by the applicant Brunner,by the applicant Eric,,1008,7651
478,by the applicant's representative MB,by the applicant's representative Miguel,,10771,29825
479,by the respondent Strzelczyk,by the respondent Sarah,,46355,10490
480,a court designated by Coetzee,a court designated by Cheyenne,,1453,29727
481,was represented by Ekeberg,was represented by Jacqueline,,3900,4470
482,was represented by Hałka,was represented by Joshua,,4914,20700
483,by the applicant Battenstein,by the applicant Robyn,,37975,2047
484,by the respondent Esnekier,by the respondent Kelly,,959,9077
485,by the applicant's representative Edgar,by the applicant's representative Elizabeth,,29166,10674
486,by the applicant Grieves,by the applicant Edward,,1158,10443
487,case and advocate Minister,case and advocate Melanie,,4139,49872
