,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
53, a court designated by Boel, a court designated by Jody,,301,1094
54, was represented by Stabla, was represented by Cheyenne,,4355,26193
55, by the applicant Baskin, by the applicant Katelyn,,258,77
56, a court designated by Aygan, a court designated by Brandi,,30528,72
57, by the applicant's representative Rahima, by the applicant's representative Stacey,,7675,57020
58, by the respondent Ingo, by the respondent Tammy,,3427,2465
59, a court designated by Schutte, a court designated by Jocelyn,,668,92609
60, by the respondent Latife, by the respondent Melinda,,1643,17872
61, was represented by Zygmunt, was represented by Rebekah,,3935,1494
62, by the applicant Henrik, by the applicant Laurie,,99187,80623
63, by the applicant's representative Marta, by the applicant's representative Brianna,,64,12930
64, was represented by Vehbi, was represented by Katelyn,,8385,77
65, was represented by MINELLI, was represented by Loretta,,19046,2629
66, the expert Allen, the expert Jerry,,20661,29808
67, by the respondent Bruna, by the respondent Stacey,,8733,57020
68, a court designated by Estevan, a court designated by Rebekah,,276,1494
69, by the applicant's representative bureau, by the applicant's representative Gabriel,,44402,39843
70, was represented by Alfred, was represented by William,,42592,12656
71, a court designated by Wingerter, a court designated by Reginald,,466,67
72, by the applicant's representative Şerife, by the applicant's representative Mckenzie,,1643,13846
73, the expert Vincent, the expert Paula,,35407,62253
74, by the applicant Crowther, by the applicant Kristina,,700,2259
75, case and advocate Saim, case and advocate Latoya,,2706,47162
76, was represented by Jason, was represented by Michael,,18984,8096
77, the expert Dolores, the expert Yolanda,,4692,10018
78, case and advocate Malone, case and advocate Jose,,84171,11097
79, by the applicant's representative mossos, by the applicant's representative Latoya,,437,47162
80, by the applicant Kroenitz, by the applicant Katelyn,,11289,77
81, by the respondent Holland, by the respondent Lauren,,38915,43460
82, by the respondent Tomasz, by the respondent Colleen,,53440,40762
83, was represented by Mitzinger, was represented by Rebekah,,5248,1494
84, a court designated by assessor, a court designated by Krystal,,8473,14272
85, by the respondent Angèle, by the respondent Kristi,,51453,72
86, the expert Leroy, the expert Felicia,,2303,24985
87, by the respondent Marchowski, by the respondent Ruben,,29384,268
88, the expert Çatal, the expert Norma,,4306,64
89, by the respondent chief, by the respondent Diana,,10388,45509
90, the expert Megarry, the expert Stacey,,11687,57020
91, by the applicant's representative Çem, by the applicant's representative Zachary,,336,661
92, by the respondent Jespers, by the respondent Stacey,,32390,57020
93, by the respondent Talbot, by the respondent Rhonda,,6465,18693
94, case and advocate Erkmen, case and advocate Deanna,,5794,12930
95, was represented by Hoffman, was represented by Jonathan,,62982,24150
96, by the respondent Elisabeth, by the respondent Brandi,,17862,72
97, case and advocate Waquet, case and advocate Charlene,,24181,35291
98, the expert Serpil, the expert Alisha,,321,64
99, case and advocate Mondragon, case and advocate Cesar,,56250,33340
100, the expert Fairfield, the expert Anthony,,88529,21353
101, a court designated by Molny, a court designated by Roberta,,3919,64
102, a court designated by Davis, a court designated by Jason,,17200,18984
103, case and advocate judicial, case and advocate Christina,,31752,60771
104, by the applicant's representative Putin, by the applicant's representative Seth,,21810,45318
105, by the respondent Karwowski, by the respondent Priscilla,,29384,6374
106, by the applicant's representative Gia, by the applicant's representative Jennifer,,110965,30750
107, a court designated by Jane, a court designated by David,,22195,6941
108, by the respondent Yurttaş, by the respondent Yvonne,,120543,30052
109, a court designated by López, a court designated by Rebecca,,92075,45557
110, the expert Stable, the expert Travis,,84441,41810
111, a court designated by Reid, a court designated by Joseph,,38774,15466
112, was represented by Sommer, was represented by Michelle,,80609,33126
113, case and advocate Price, case and advocate Ralph,,8650,40904
114, by the applicant Ricard, by the applicant Stacie,,569,47383
115, a court designated by authority, a court designated by Stephen,,11447,18587
116, case and advocate Griffiths, case and advocate Kristine,,82,483
117, a court designated by Robert, a court designated by Maria,,8563,23880
118, case and advocate Lindley, case and advocate Zachary,,3258,661
119, a court designated by Zoilo, a court designated by Brianna,,18536,12930
120, a court designated by Robertson, a court designated by Charles,,53596,15274
121, case and advocate Rauch, case and advocate Belinda,,1412,17872
122, by the applicant's representative Patrice, by the applicant's representative Darrell,,23994,16684
123, by the applicant's representative Kahraman, by the applicant's representative Abigail,,125036,85306
124, by the respondent Emilio, by the respondent Zachary,,34429,661
125, the expert Brian, the expert Benjamin,,17520,30411
126, was represented by Gertrude, was represented by Kellie,,799,648
127, by the applicant's representative Herbert, by the applicant's representative Adam,,58463,15387
128, case and advocate Christer, case and advocate Stefanie,,1601,19700
129, was represented by Kliza, was represented by Zachary,,17528,661
130, by the applicant Mary, by the applicant Michelle,,10455,33126
131, by the applicant's representative Baykal, by the applicant's representative Debra,,36641,14720
132, the expert Stephen, the expert Angela,,18587,38243
133, the expert Horwell, the expert Tami,,9336,10830
134, the expert Proxauf, the expert Kaitlyn,,1739,18499
135, was represented by Mindia, was represented by Stacey,,689,57020
136, case and advocate Andriana, case and advocate Cheyenne,,3444,26193
137, by the respondent Vallat, by the respondent Tammy,,266,2465
138, was represented by Johansson, was represented by Madeline,,81265,4939
139, was represented by Josep, was represented by Micheal,,79,278
140, by the respondent Bolitho, by the respondent Darryl,,78,75
141, the expert Elif, the expert Kayla,,333,4355
142, a court designated by Surman, a court designated by Kelsey,,1543,93567
143, case and advocate army, case and advocate Sarah,,13695,21077
144, by the applicant Clarke, by the applicant Matthew,,43655,19475
145, by the applicant McKone, by the applicant Zachary,,606,661
146, was represented by Genowefa, was represented by Jocelyn,,76731,92609
147, was represented by Mohammad, was represented by Danielle,,65552,72716
148, by the applicant's representative Manuel, by the applicant's representative Tony,,44681,19036
149, by the applicant Webster, by the applicant Regina,,64377,70780
150, by the applicant's representative Annie, by the applicant's representative Ian,,53089,29335
151, the expert Maruste, the expert Kristin,,86760,258
152, case and advocate Franck, case and advocate Nichole,,377,1286
153, a court designated by Karabaş, a court designated by Tabitha,,7370,64
154, by the applicant's representative Engin, by the applicant's representative Daryl,,258,78908
155, by the applicant Conroy, by the applicant Tamara,,3433,5169
156, by the applicant Breiler, by the applicant Zachary,,5888,661
157, by the respondent Claude, by the respondent Michael,,75430,8096
158, the expert Fèvre, the expert Rebekah,,49606,1494
159, case and advocate Schwab, case and advocate Mackenzie,,370,57963
160, case and advocate Banur, case and advocate Kelli,,324,21148
161, case and advocate Hassan, case and advocate Richard,,60777,12131
162, the expert Georg, the expert William,,13629,12656
163, by the respondent Kammerer, by the respondent Tabitha,,261,64
164, a court designated by Grabher, a court designated by Jeffery,,1964,727
165, the expert Sauer, the expert Kaylee,,28196,8669
166, by the applicant Kingshill, by the applicant Brandi,,28607,72
167, was represented by Brunfelter, was represented by Katelyn,,18354,77
168, was represented by Bachmayer, was represented by Reginald,,1155,67
169, by the applicant McConnell, by the applicant Valerie,,47783,90357
170, by the respondent Siwiec, by the respondent Cheyenne,,66,26193
171, was represented by Bridge, was represented by Jennifer,,20467,30750
172, by the respondent Athan, by the respondent Zachary,,276,661
173, by the respondent Owen, by the respondent Danielle,,47809,72716
174, a court designated by Gerard, a court designated by Nancy,,82218,35336
175, case and advocate Ewa, case and advocate Zachary,,10196,661
176, by the respondent Kır, by the respondent Danielle,,115923,72716
177, case and advocate Burcombe, case and advocate Kristin,,92157,258
178, by the applicant Coroner, by the applicant Zachary,,27674,661
179, was represented by Romuald, was represented by Alisha,,67,64
180, was represented by Kurt, was represented by Rebecca,,44023,45557
181, the expert Pióro, the expert Kaitlyn,,299,18499
182, by the applicant Andreou, by the applicant Johnathan,,283,14308
183, was represented by door, was represented by Ronald,,6134,39748
184, was represented by Nuri, was represented by Rhonda,,6198,18693
185, by the applicant's representative Santo, by the applicant's representative Matthew,,77737,19475
186, a court designated by Håkan, a court designated by Yvonne,,8826,30052
187, by the applicant Ammann, by the applicant Zachary,,18022,661
188, case and advocate Jazz, case and advocate John,,36967,3842
189, the expert Salim, the expert Brandy,,318,13634
190, by the applicant's representative Christou, by the applicant's representative Belinda,,283,17872
191, case and advocate Navy, case and advocate Sandra,,19574,56786
192, the expert Bennathan, the expert Meagan,,14308,18851
193, by the respondent Bruno, by the respondent Teresa,,52210,64540
194, by the respondent Čeh, by the respondent Sherry,,2701,5515
195, case and advocate Ceylan, case and advocate Rebekah,,10946,1494
196, the expert Masters, the expert Andrew,,34722,13929
197, was represented by Bayık, was represented by Mallory,,41990,683
198, a court designated by Wille, a court designated by Brianna,,4618,12930
199, by the applicant's representative Tetik, by the applicant's representative Kristin,,1609,258
200, case and advocate Ireneu, case and advocate Brandi,,84,72
201, the expert Düzgören, the expert Kaitlyn,,89387,18499
202, a court designated by Muhammad, a court designated by Andrea,,36831,41184
203, by the applicant's representative Levi, by the applicant's representative James,,56141,7957
204, by the applicant Runowski, by the applicant Alyssa,,29384,53207
205, by the applicant's representative Stuart, by the applicant's representative Paul,,44632,7043
206, case and advocate Fazlı, case and advocate Jocelyn,,26693,92609
207, by the applicant Atiman, by the applicant Makayla,,40310,120970
208, the expert Uçma, the expert Reginald,,1764,67
209, was represented by Sercan, was represented by Yvonne,,276,30052
210, the expert Goran, the expert Terri,,276,462
211, case and advocate Kruk, case and advocate Adriana,,77767,3444
212, by the respondent Ian, by the respondent Amanda,,29335,42859
213, the expert Pinheiro, the expert Stacey,,60577,57020
214, by the applicant's representative Melikoff, by the applicant's representative Priscilla,,1885,6374
215, by the applicant Kabelka, by the applicant Kaitlin,,4657,3817
216, by the respondent the, by the respondent Melissa,,279,48148
217, by the applicant His, by the applicant Katie,,5414,45563
218, was represented by Annand, was represented by Marcia,,438,689
219, by the applicant's representative Rhodes, by the applicant's representative Marcus,,57711,36783
220, was represented by Ekheim, was represented by Melinda,,21215,17872
221, the expert POHL, the expert Renee,,13793,68
222, a court designated by Hoda, a court designated by Kelsey,,14320,93567
223, was represented by Zöhre, was represented by Kellie,,265,648
224, was represented by Fischer, was represented by Sarah,,63016,21077
225, case and advocate Tubbs, case and advocate Tracey,,1302,88
226, was represented by Blades, was represented by Carly,,90060,79191
227, by the respondent Korcz, by the respondent Jonathon,,14088,24893
228, case and advocate Akester, case and advocate Phyllis,,3751,285
229, case and advocate Karakurt, case and advocate Yvonne,,5757,30052
230, was represented by Lipowicz, was represented by Cheyenne,,53322,26193
231, case and advocate Kędra, case and advocate Darryl,,23044,75
232, was represented by Tizik, was represented by Deanna,,108129,12930
233, a court designated by Gersing, a court designated by Yvonne,,287,30052
234, by the applicant's representative Hatem, by the applicant's representative Kristina,,336,2259
235, a court designated by Rocha, a court designated by Joanne,,64,20991
236, by the respondent Denning, by the respondent Monique,,1251,2428
237, a court designated by convening, a court designated by Debra,,287,14720
238, by the respondent Barry, by the respondent Seth,,31858,45318
239, case and advocate Göç, case and advocate Monique,,3209,2428
240, by the applicant's representative Fejde, by the applicant's representative Zachary,,123792,661
241, was represented by Bahri, was represented by Traci,,462,25471
242, was represented by employer, was represented by Joshua,,19683,40592
243, a court designated by Woodhead, a court designated by Candice,,2025,560
244, by the applicant's representative Gallego, by the applicant's representative Aimee,,78,68
245, the expert Sean, the expert Erica,,26044,92935
246, by the respondent Vladimir, by the respondent Parker,,36011,29306
247, case and advocate Mellor, case and advocate Renee,,269,68
248, a court designated by Dalila, a court designated by Brandy,,10746,13634
249, by the applicant's representative Kiraz, by the applicant's representative Mackenzie,,1394,57963
250, by the applicant Harrold, by the applicant Yvonne,,509,30052
251, a court designated by Renevey, a court designated by Darlene,,5735,35291
252, was represented by Spain, was represented by John,,18157,3842
253, by the applicant's representative Barney, by the applicant's representative Valerie,,94529,90357
254, by the respondent Erhan, by the respondent Breanna,,10118,12930
255, by the respondent Zofia, by the respondent Katelyn,,689,77
256, by the applicant's representative Turnberg, by the applicant's representative Annette,,7881,79828
257, case and advocate Rybacki, case and advocate Reginald,,72,67
258, by the applicant Kirpes, by the applicant Nichole,,20975,1286
259, case and advocate Maynard, case and advocate Jeffery,,98032,727
260, by the respondent Bédat, by the respondent Cheyenne,,6036,26193
261, was represented by October, was represented by Guy,,6664,26340
262, case and advocate Kılıç, case and advocate Jonathon,,126327,24893
263, by the applicant's representative Keskin, by the applicant's representative Tammy,,8148,2465
264, by the respondent Çakmak, by the respondent Katelyn,,49662,77
265, was represented by Blasco, was represented by Tammy,,80457,2465
266, case and advocate Picardo, case and advocate Vicki,,21106,72
267, by the applicant Necip, by the applicant Kristi,,575,72
268, the expert Eric, the expert Patrick,,16645,20199
269, by the respondent Pearman, by the respondent Annette,,1543,79828
270, was represented by Martinez, was represented by Margaret,,44027,38649
271, case and advocate Rayner, case and advocate Nathaniel,,1215,12315
272, by the applicant Jasper, by the applicant Emily,,71584,35266
273, was represented by Jersild, was represented by Kaitlyn,,699,18499
274, case and advocate Fox, case and advocate Andrew,,13585,13929
275, the expert Dublas, the expert Stefanie,,14833,19700
276, a court designated by Lynagh, a court designated by Tyrone,,34856,606
277, was represented by Blume, was represented by Debra,,3972,14720
278, a court designated by Nedelec, a court designated by Priscilla,,66,6374
279, was represented by Bahçeli, was represented by Priscilla,,12574,6374
280, the expert Cinel, the expert Nathaniel,,301,12315
281, by the respondent Karaçakıl, by the respondent Priscilla,,55888,6374
282, by the respondent Allan, by the respondent Brendan,,61325,56943
283, by the applicant Bilgen, by the applicant Chelsey,,4469,93567
284, by the applicant's representative Matscher, by the applicant's representative Renee,,9211,68
285, by the applicant Jeanine, by the applicant Sherri,,483,462
286, a court designated by Imad, a court designated by Mallory,,329,683
287, a court designated by Şentürk, a court designated by Katelyn,,100805,77
288, by the respondent Talip, by the respondent Eileen,,575,91794
289, by the applicant's representative Arap, by the applicant's representative Michael,,118055,8096
290, was represented by Güneri, was represented by Kaitlin,,72,3817
291, a court designated by Jennings, a court designated by Chelsea,,71290,27616
292, by the applicant's representative Evrenos, by the applicant's representative Kaitlyn,,437,18499
293, by the applicant Fürstlich, by the applicant Rebekah,,6915,1494
294, the expert Hashman, the expert Kayla,,1543,4355
295, by the respondent Harun, by the respondent Jody,,359,1094
296, case and advocate Siv, case and advocate Charlene,,344,35291
297, by the applicant's representative Turan, by the applicant's representative Lorraine,,276,91122
298, the expert Jacquat, the expert Nathaniel,,74083,12315
299, a court designated by Gould, a court designated by Kyle,,85431,31359
300, was represented by Morten, was represented by Kayla,,268,4355
301, by the respondent Carswell, by the respondent Alyssa,,9336,53207
302, by the respondent Humlen, by the respondent Tanya,,2963,25041
303, by the applicant Havers, by the applicant Jillian,,22292,1122
304, by the respondent Marilyn, by the respondent Robin,,77460,17582
305, a court designated by Balbas, a court designated by Krista,,18275,64
306, by the applicant Jakobi, by the applicant Tammy,,18843,2465
307, the expert Runa, the expert Sabrina,,64,41071
308, a court designated by Watkins, a court designated by Robin,,79388,17582
309, the expert Ünler, the expert Kirsten,,1565,268
310, a court designated by Wim, a court designated by Kristi,,318,72
311, by the applicant Emilia, by the applicant Kayla,,25045,4355
312, by the applicant's representative Klingenberg, by the applicant's representative Deanna,,56936,12930
313, by the applicant's representative Voyame, by the applicant's representative Debra,,373,14720
314, by the applicant's representative Akcay, by the applicant's representative Katelyn,,352,77
315, the expert NORMARK, the expert Alejandra,,9272,24155
316, a court designated by Atlı, a court designated by Kristy,,3862,88
317, by the respondent Willott, by the respondent Debra,,1751,14720
318, case and advocate Abrahams, case and advocate Yvonne,,4214,30052
319, a court designated by Kurdi, a court designated by Kelsey,,8747,93567
320, case and advocate Banasik, case and advocate Reginald,,1609,67
321, the expert Lawrence, the expert Brian,,28574,17520
322, by the respondent Benner, by the respondent Lacey,,1215,57020
323, case and advocate Savvas, case and advocate Zachary,,4378,661
324, case and advocate Dario, case and advocate Dominique,,3370,2428
325, by the respondent Hope, by the respondent Emily,,18231,35266
326, by the applicant's representative Wiarda, by the applicant's representative Darrell,,72626,16684
327, by the respondent Gösta, by the respondent Krista,,21127,64
328, was represented by Siggins, was represented by Deanna,,53026,12930
329, by the respondent Grant, by the respondent Denise,,24668,81349
330, by the respondent Deiwick, by the respondent Kaitlyn,,21878,18499
331, case and advocate Donner, case and advocate Rhonda,,1215,18693
332, by the applicant's representative Jessica, by the applicant's representative Elizabeth,,33467,21393
333, the expert Inspector, the expert Timothy,,45595,45568
334, was represented by Inger, was represented by Sherri,,1414,462
335, the expert Senanik, the expert Mathew,,119663,365
336, by the applicant Barnham, by the applicant Kristina,,5721,2259
337, case and advocate Walumba, case and advocate Sherry,,71669,5515
338, by the applicant's representative Salome, by the applicant's representative Tanya,,638,25041
339, by the applicant's representative og, by the applicant's representative Evan,,7500,45043
340, was represented by Dupuy, was represented by Debra,,4168,14720
341, was represented by Richardson, was represented by Heather,,46823,47363
342, by the applicant Alan, by the applicant Shelby,,26349,70508
343, was represented by Akkurt, was represented by Mckenzie,,5757,13846
344, by the respondent Durdu, by the respondent Abigail,,1072,85306
345, by the applicant Asim, by the applicant Ariana,,318,3444
346, case and advocate Bernard, case and advocate James,,35352,7957
347, by the applicant Kumar, by the applicant Timothy,,41240,45568
348, a court designated by Okur, a court designated by Stacey,,324,57020
349, the expert Arnaldo, the expert Rhonda,,40232,18693
350, by the applicant Sergeant, by the applicant Anthony,,65644,21353
351, a court designated by Jonathan, a court designated by Jamie,,24150,36857
352, was represented by Carina, was represented by Kristie,,2259,648
353, was represented by Christie, was represented by Nancy,,44406,35336
354, was represented by Sporn, was represented by Kristie,,1540,648
355, by the applicant's representative Kazan, by the applicant's representative Brittney,,276,3520
356, a court designated by Angelika, a court designated by Alyssa,,11755,53207
357, was represented by Kallerud, was represented by Alejandra,,664,24155
358, was represented by Hanley, was represented by Gabriella,,3258,6985
359, a court designated by Hajiyev, a court designated by Kellie,,5230,648
360, by the applicant Dale, by the applicant John,,37828,3842
361, by the respondent Gülmez, by the respondent Brandy,,83256,13634
362, was represented by Diana, was represented by William,,45509,12656
363, by the respondent Brigid, by the respondent Traci,,21596,25471
364, was represented by Danış, was represented by Darlene,,33573,35291
365, a court designated by Otto, a court designated by Joshua,,66991,40592
366, by the respondent Er, by the respondent Bradley,,9939,37548
367, case and advocate Marcus, case and advocate Jimmy,,36783,28933
368, by the applicant's representative Yaşar, by the applicant's representative Felicia,,277,24985
369, by the respondent Mikkelsen, by the respondent Rebekah,,42245,1494
370, case and advocate Tamar, case and advocate Terri,,15924,462
371, by the respondent Jutta, by the respondent Zachary,,76616,661
372, case and advocate Reed, case and advocate Marie,,36521,33116
373, by the applicant Fatma, by the applicant Renee,,1764,68
374, was represented by Ozan, was represented by Erika,,276,41554
375, by the respondent Mustill, by the respondent Kristina,,484,2259
376, a court designated by Luczak, a court designated by Phyllis,,587,285
377, was represented by Beckles, was represented by Marisa,,645,10994
378, a court designated by Lionel, a court designated by Sarah,,84224,21077
379, case and advocate Ahmadpour, case and advocate Micheal,,55619,278
380, by the applicant's representative Convey, by the applicant's representative Sabrina,,5735,41071
381, was represented by Lorenz, was represented by Kristopher,,89,17370
382, case and advocate Savaş, case and advocate Deborah,,113449,70625
383, by the applicant Hincker, by the applicant Briana,,15512,3444
384, by the applicant Kadir, by the applicant Micheal,,42273,278
385, the expert Sedat, the expert Erika,,266,41554
386, was represented by Major, was represented by Brandon,,17559,32866
387, the expert McCaughey, the expert Darryl,,36661,75
388, a court designated by Steiner, a court designated by Kelsey,,10670,93567
389, by the applicant Nas, by the applicant Sarah,,39322,21077
390, was represented by Andrej, was represented by Wanda,,73,10018
391, a court designated by Fifoot, a court designated by Ashlee,,1944,8669
392, was represented by Anne, was represented by Elizabeth,,29026,21393
393, was represented by Wassermann, was represented by Kayla,,92550,4355
394, case and advocate Diran, case and advocate Jeanette,,276,6672
395, by the applicant's representative Neslihan, by the applicant's representative Priscilla,,10118,6374
396, by the applicant's representative Schmitz, by the applicant's representative Loretta,,89,2629
397, by the applicant's representative Güls, by the applicant's representative Kristine,,4835,483
398, the expert Tony, the expert John,,19036,3842
399, the expert Larter, the expert Michaela,,5408,64
400, a court designated by Solmaz, a court designated by Tanya,,102705,25041
401, the expert Coolican, the expert Kayla,,7210,4355
402, by the respondent Crown, by the respondent Ruth,,29743,42893
403, case and advocate Badem, case and advocate Colton,,336,783
404, case and advocate for, case and advocate Jasmine,,369,82452
405, was represented by Çalışkan, was represented by Brianna,,8826,12930
406, a court designated by Demirbaş, a court designated by Desiree,,106605,68
407, by the respondent Bürger, by the respondent Eileen,,95958,91794
408, the expert police, the expert Laura,,4379,30928
409, the expert Rajko, the expert Misty,,9509,88
410, by the applicant Gündüz, by the applicant Loretta,,79691,2629
411, by the applicant Lōhmus, by the applicant Gwendolyn,,355,1910
412, a court designated by Sefa, a court designated by Tonya,,76731,64
413, was represented by Buğa, was represented by Erika,,112306,41554
414, by the respondent Heaney, by the respondent Bethany,,82286,3852
415, case and advocate Ekbatani, case and advocate Priscilla,,5676,6374
416, by the applicant Farmer, by the applicant Sarah,,68564,21077
417, case and advocate Menteş, case and advocate Jocelyn,,7370,92609
418, was represented by Canan, was represented by Sheryl,,276,46125
419, case and advocate Gertraud, case and advocate Tabitha,,664,64
420, was represented by Abel, was represented by Diana,,87949,45509
421, case and advocate Felix, case and advocate Erin,,57023,56914
422, a court designated by Arne, a court designated by Annette,,818,79828
423, a court designated by Gerald, a court designated by Amanda,,55357,42859
424, case and advocate Aydin, case and advocate Latoya,,73911,47162
425, was represented by Bernhard, was represented by Briana,,19221,3444
426, was represented by Sidler, was represented by Chelsey,,1565,93567
427, by the applicant's representative Liebl, by the applicant's representative Debra,,2067,14720
428, the expert Elias, the expert Ariel,,86756,76926
429, was represented by Brown, was represented by Julia,,10690,40394
430, was represented by Engels, was represented by Jeanette,,2053,6672
431, by the applicant's representative Cancio, by the applicant's representative Mariah,,822,19870
432, by the applicant's representative Diplock, by the applicant's representative Shelly,,1039,12160
433, by the applicant's representative Hapeshi, by the applicant's representative Tammie,,72,648
434, was represented by Borrego, was represented by Collin,,68817,258
435, by the applicant's representative Işık, by the applicant's representative Katelyn,,41990,77
436, by the applicant Paulin, by the applicant Colton,,258,783
437, by the applicant's representative Apo, by the applicant's representative Kristina,,78,2259
438, was represented by Isfen, was represented by Debra,,31453,14720
439, case and advocate Lords, case and advocate Crystal,,57148,29016
440, the expert Ekrem, the expert Tammy,,1864,2465
441, by the applicant's representative Qadam, by the applicant's representative Ashlee,,52054,8669
442, was represented by Ekiz, was represented by Wanda,,450,10018
443, by the applicant Thorwald, by the applicant Zachary,,54006,661
444, a court designated by Slynn, a court designated by Kayla,,7521,4355
445, the expert Doğan, the expert Felicia,,276,24985
446, the expert Sylvester, the expert Sherry,,5302,5515
447, a court designated by Necmi, a court designated by Kristine,,8318,483
448, by the applicant Mole, by the applicant Shelia,,1286,37029
449, case and advocate Cranston, case and advocate Rachael,,7876,6015
450, was represented by Şahın, was represented by Tonya,,16507,64
451, was represented by Hansen, was represented by Christopher,,58253,26035
452, case and advocate Thies, case and advocate Mallory,,552,683
453, a court designated by Dural, a court designated by Shelia,,4269,37029
454, case and advocate Fragner, case and advocate Kayla,,40538,4355
455, case and advocate Kennedy, case and advocate Michael,,24573,8096
456, the expert Yash, the expert Sherri,,1003,462
457, a court designated by Pisk, a court designated by Sonya,,3267,64
458, by the applicant Bouloc, by the applicant Breanna,,1092,12930
459, by the applicant's representative Dubrocard, by the applicant's representative Kaitlin,,5057,3817
460, was represented by Reavey, was represented by Darryl,,88,75
461, by the applicant's representative Lewis, by the applicant's representative Natalie,,21256,64120
462, a court designated by CORRIN, a court designated by Tabitha,,691,64
463, by the applicant Stormann, by the applicant Kristopher,,1036,17370
464, the expert Damman, the expert Renee,,1543,68
465, case and advocate McFadden, case and advocate Rebekah,,71195,1494
466, by the respondent Hedigan, by the respondent Sheri,,11118,72
467, case and advocate Abdel, case and advocate Melissa,,93391,48148
468, the expert Harper, the expert Joe,,33107,13142
469, the expert Makbule, the expert Rebekah,,1130,1494
470, by the applicant's representative Dost, by the applicant's representative Alexander,,120876,20643
471, by the applicant Ekman, by the applicant Rachael,,1543,6015
472, by the applicant's representative Biszta, by the applicant's representative Phyllis,,2629,285
473, by the applicant Poncet, by the applicant Reginald,,295,67
474, by the applicant Hub, by the applicant Diane,,27636,54190
475, case and advocate Erkan, case and advocate Gabrielle,,8826,6853
476, was represented by Vogel, was represented by Tammy,,301,2465
477, was represented by Saruhan, was represented by Darlene,,70986,35291
478, by the respondent PK, by the respondent Thomas,,25864,11355
479, a court designated by Rahmi, a court designated by Kristie,,8318,648
480, the expert Bazeley, the expert Darryl,,3258,75
481, by the applicant's representative MacLeod, by the applicant's representative Mariah,,95590,19870
482, a court designated by Osinger, a court designated by Misty,,5248,88
483, the expert Haci, the expert Mandy,,25471,13634
484, by the applicant Bek, by the applicant Kyle,,71319,31359
485, case and advocate Lowry, case and advocate Kristy,,894,88
486, case and advocate Laskey, case and advocate Shelly,,798,12160
487, a court designated by Scannell, a court designated by Jermaine,,616,68
488, was represented by Hagmann, was represented by Rhonda,,18022,18693
